akılsız başın cezasını ayak çeker,29
kediye peynir ısmarlamak,22
babalık fırın has işler,20
adı geçmek,9
ad yapmak,8
abdestinde namazında olmak,24
acemi nalbant gâvur eşeğinde öğrenir,32
rezil etmek,10
zihnine girmek,13
bacaklarını uzatmak,18
abdesti gelmek,13
lokmasını dökmek,15
buluttan nem kapmak,17
arık öküze bıçak olmaz,19
gözden ırak tutmak,16
abuk sabuk konuşmak,17
örneğini çıkarmak,16
aç yeri başka acı yeri başka,23
cesaretini kırmak,16
ağlayıp da gözden mi olayım,23
ayıyı vurmadan postunu satmak,26
fikrini çelmek,13
uzun lafın  kısası,15
açığını kapamak,14
ağzına sıçmak,12
alçacık eşeğe herkes biner,23
baş kırılır fes içinde kol kırılır yen içinde,38
balon uçurmak,12
baskına uğramak,14
adam olacak çocuk bokundan belli olur,32
ak koyunu gören içi dolu yağ sanır,28
görüp göreceği rahmet bu,21
aklı zıvanadan çıkmak,19
azı bilmeyen çoğu hiç bilmez,24
fartası furtası olmamak,21
ahirette on parmağı yakasında olmak,31
ağır ağır demeli çabuk çabuk yemeli,30
aç mezarı yoktur,14
devletliye dokun geç fukaradan sakın geç,35
armudun önü kirazın sonu,21
aç kurt aslana saldırır,20
akıl için yol birdir,17
arsız neden arlanır çul da giyer sallanır,35
Alinin külahını Veliye Velinin külahını Aliye giydirmek,49
alın teri dökmek,14
yola revan olmak,14
fitil vermek,11
acemi katır kapı önünde yük indirir,30
açlıktan ölmeyecek kadar,22
kara listeye almak,16
bal mumu gibi erimek,17
bal ile kaymak yenir ama her keseye göre değil,38
başarısızlığa uğramak,20
uşaklık etmek,12
bir ayak üstünde bin yalan söylemek,30
afyonu başına vurmak,18
bir lokma bir hırka,16
bilmem hangi,11
ağır taş batman döver,18
adam adamdan korkmaz utanır,24
abdalın karnı doyunca gözü pabucundadır,35
Allah sağ gözü  sol göze  muhtaç etmesin,32
ahmak misafir ev sahibini ağırlar,29
ısıtıp ısıtıp önüne koymak,23
ağzından inci saçmak,18
adam adama yük değil can gövdeye mülk değil,36
al ile aslan tutulur güç ile sıçan tutulmaz,36
adamın yere bakanından suyun yavaş akanından kork,43
nakzen görmek,12
üstüne bir bardak  su içmek,22
aklı fikri bir şeyde olmak,22
Allah çam isteyene çam mum isteyene mum verir,38
acı söylemek,11
alçak yerde tepecik kendisini dağ sanır,34
aklınla rezil olursun aklınla vezir olursun,38
buz üstüne yazı yazmak,19
ağır basar yeğni kalkar,20
ada gibi,7
altı kaval üstü şişhane,20
belaya çatmak,12
aktif rol oynamak,15
açık kaba it değer,15
akıllar gelin olmuş herkes kendininkini beğenmiş,43
acele ile menzil alınmaz,21
adembabaya dönmek,16
aklına geleni işleme her ağacı taşlama,33
parmak ısırmak,13
ağzını tutmak,12
rafa koymak,10
alı alına moru moruna,18
işin rengi değişmek,17
adamına göre,11
acısını almak,12
bayram değil seyran değil,22
aç aç ile yatınca arada dilenci doğar,31
bir kulağından girip öbür kulağından çıkmak,38
öpülecek el ısırılmaz,19
ağırlık basmak,13
ağaca çıksa pabucu yerde kalmaz,27
bir felaket bin nasihatten yeğdir,29
beyninde şimşekler çakmak,23
altı aylık seyislikle kırk yıllık fışkı karıştırılmaz,47
dişe dokunur,11
gözleri ışıklı,13
şeytana parmak ısırtmak,21
bekarın parasını it yer yakasını bit,31
akıl akıl gel çengele takıl,23
ah etmek,7
akıldan çıkmak,13
mumla aratmak,12
ağzını bırakıp kıçıyla  gülmek,26
Allah sevdiğine dert verir,23
ferih fahur yaşamak,17
iki lakırtı etmek,15
kuru laf karın doyurmaz,20
aç it fırın duvarını deler,22
ağzını kiraya vermek,18
akıl erdirememek,15
projektör ışığında olmak,22
adımını geri atmak,16
tünelin sonunda ışık görünmek,26
aklından zoru olmak,17
ayağının pabucunu başına giymek,28
aralarında dağlar kadar fark olmak,30
abdal ata binince bey oldum sanır şalgam aşa girince yağ oldum sanır,57
ağız birliği etmek,16
er lokması er kursağında kalmaz,27
aşk olmayınca meşk olmaz,21
ağaran baş ağlayan göz gizlenmez,28
buyurun cenaze namazına,21
mum dibine ışık vermez,19
acıyan uyumuş acıkan uyumamış,26
adalet dağıtmak,14
akşamı akşam etmek,16
içi ısınmak,10
abıhayat içmiş,13
renkten renge girmek,18
ciğerine işlemek,15
arabanın ön tekerleği nereden geçerse art tekerleği de oradan geçer,58
akıl ermek,9
kuşa kafes lazım boruya nefes,25
cirit atmak,10
adam değilim,11
ciğerini okumak,14
burnunu sıksan canı çıkacak,24
cana  can katmak,13
avcı ne kadar hile  bilse ayı o kadar yol bilir,37
ayvaz kasap hep bir hesap,21
ağızda dağılmak,14
acıkmış kudurmuştan beterdir,26
nabzına girmek,13
ağanın gözü yiğidin sözü,21
arığa su gelene kadar kurbağanın gözü patlar,38
bukalemun gibi renkten renge girmek,31
akan su yosun tutmaz,17
üstüne üstüne gitmek,18
gözünün üstünde kaşın var dememek,29
aç aman bilmez çocuk zaman bilmez,28
atı alan Üsküdarı geçti,20
acı acıyı keser su sancıyı,22
bu ne perhiz bu ne lahana turşusu,27
ayağında donu yok fesleğen ister  başına,34
Azraile bir can borcu olmak,23
atlar nallanırken kurbağalar ayak uzatmaz,37
el üstünde tutmak,15
aç köpek fırın deler,17
aforoz etmek,11
zihnini bozmak,13
altı alay üstü kalay,17
avradı eri saklar peyniri deri,26
ağzını toplamak,14
aç ayı oynamaz,12
akılsızlık akılsızlık etmek,25
bacak kadar boyu var türlü türlü huyu var,34
Allaha ısmarladık,16
bıçağı kestiren kendi suyu insanı sevdiren kendi huyu,46
altın adını bakır etmek,20
Allahın cezası,13
öperken ısırmak,14
dağ ne kadar yüce olsa yol üstünden aşar,33
az gelmek,8
düşmana yarak  gerek ya düşmandan ırak gerek,37
analık fenalık,13
akla hayale gelmemek,18
zayiçesine bakmak,16
aba vakti yaba yaba vakti aba,24
afyonu patlamak,14
içi rahat etmek,13
ağzı var dili yok,14
alıp vereceği olmamak,19
ağza  düşmek,10
açın gözü ekmek teknesinde olur,27
baht  olmayınca başta ne kuruda biter ne yaşta,38
ağanın gözü ata tımardır,21
ağır git ki yol alasın,18
Allahın hikmeti,14
adı kötüye çıkmak,15
canını acıtmak,13
açık yaraya tuz ekilmez,20
dağ doğura doğura bir fare doğurmuş,30
altın anahtar her kapıyı açar,25
burnundan gelmek,15
adaylığını koymak,16
ahlatın iyisini ayılar yer,23
değirmene gelen nöbet bekler,25
aklını şaşırmak,14
bir çift lakırtı etmek,19
adımını attırmamak,17
ağzı dili bağlanmak,17
ağına düşürmek,13
yeşil ışık yakmak,15
açık kapı bırakmak,16
Allaha bir can borcu var,20
akşamı zor etmek,14
bile bile lades,13
alnından öpmek,13
astarı yüzünden pahalı olmak,25
deli Raziye gibi,14
aklına uymak,11
açlıktan nefesi kokmak,20
zoruna gitmek,12
akılda kalmak,12
demir ıslanmaz deli uslanmaz,25
afi kesmek,9
şerrine lanet,12
arslan postunda gönül dostunda,27
ağız etmek,9
akıl para ile satılmaz,19
atın ölümü arpadan olsun,21
felce uğramak,12
altın pas tutmaz,14
adama benzemek,13
Allah manda şifalığı versin,24
bir dirhem et bin ayıp örter,23
fena olmak,9
arşın malı kantar ile satılmaz,26
alacakla verecek  ödenmez,22
baş nereye giderse ayak da oraya gider,32
fena gözle bakmak,15
ağzının içine baktırmak,21
at bulunur meydan bulunmaz meydan bulunur at bulunmaz,46
bayramda borç ödeyene ramazan ağır  gelir,35
leyleğin ömrü  laklakla geçer,25
ağanın eli tutulmaz,17
ardında yüz köpek havlamayan kurt kurt sayılmaz,41
vadiye dökülmek,14
alabanda vermek,14
ana rahmine düşmek,16
ablukayı yarmak,14
akın  adı  karanın  tadı,18
yüreği rahatlamak,16
ağız satmak,10
âdet olduğu üzere,15
adamın  adı çıkmadansa canı çıkması,30
açıklığa kavuşturmak,19
fiske fiske kabarmak,18
abdalın dostluğu köy görününceye kadar,34
dünya gözüne zindan olmak,22
açma sırrını dostuna dostunun dostu vardır o da söyler dostuna,53
rezil rüsva olmak,15
aslını saklayan  haramzadedir,26
üstüne gelmek,12
ağa borç eder uşak harç,19
üst başı,7
ağzını mühürlemek,16
barut fıçısı gibi,15
Acem kılıcı gibi,14
beş para etmez,12
ışığı altında,12
buradayım diye bağırmak,21
alt etmek,8
altı olur yedi olur hep Allahın dediği olur,36
gün ışığına çıkmak,16
alet işler el övünür,17
açın uykusu gelmez,16
abdalın yağı çok olursa gâh borusuna çalar gâh gerisine,47
fıkır fıkır kaynamak,18
acından kimse ölmemiş,19
al birini vur ötekine,18
aman zaman bilmemek,17
adı kalmak,9
farta furta etmek,15
ağzı varmamak,12
alev gibi parlamak,16
adam adamı bir kere aldatır,23
bir elle verdiğini öbür elle almak,29
bin nasihatten bir musibet yeğdir,29
gözden ırak tutulmak,18
acı  görmek,9
ağzı olan konuşuyor,17
mahkemelik olmak,15
curcunaya çevirmek,17
ala keçiyi gören içi dolu yağ sanır,29
aksiliği tutmak,14
aman vermek,10
abdal düğünden çocuk oyundan usanmaz,32
ağrılardan göz ağrısı her kişinin öz ağrısı,37
sarımsak da acı ama evde lazım bir dişi,32
laga luga etmek,13
ağız açtırmamak,14
abdestinden şüphesi olmamak,25
babamın adı Hıdır elimden gelen budur,32
açıklık kazanmak,15
baş üstünde tutmak,16
benzi uçmak,10
bezirgân züğürtleyince geçmiş defterleri yoklar,43
dudak ısırmak,12
üstü başı dökülmek,16
avrat  malı kapı mandalı,20
her zaman gemicinin istediği rüzgâr esmez,36
eşkıyanın  düşkünü beyaz  giyer kış günü,33
eskiye rağbet  olsaydı bitpazarına nur yağardı,40
daha neler,9
canı yok mu,9
ışıl ışıl yanmak,14
ağaç olmak,9
bir abam  var atarım nerede olsam yatarım,34
anlatışa göre verirler fetvayı,27
acısını bağrına  basmak,20
adres bırakmak,13
ağız yapmak,10
aklını peynir ekmekle yemek,24
açıklar livası olmak,18
aması maması yok,14
ay harmanlanmak,14
adam olana çok bile,16
can dayanmamak,13
kâğıt üzerinde  kalmak,19
gönlü razı olmamak,16
ay ışığında ceviz silkilmez,24
Allah verirse el getirir sel getirir yel getirir,41
alışmış kursak bulamacını ister,28
ağacın kurdu içinde olur,21
Allahın ondurmadığını peygamber sopa ile kovar,41
ağzı süt kokmak,13
bok üstün bok,11
leşini sermek,12
ağalık vermekle yiğitlik vurmakla,30
abdala kar yağıyor demişler titremeye hazırım demiş,45
aslanın ağzında olmak,19
ata arpa yiğide pilav,18
fırsat bu fırsat,14
bana da mı lolo,12
fikrini almak,12
adam gibi,8
avrat var arpa unundan aş yapar avrat var buğday unundan keş yapar,55
açlık ile tokluğun arası yarım yufka,31
akıl hocalığı taslamak,20
açık kapamak,11
al takke ver külah,15
ağız yer yüz utanır,16
anasının nikâhını istemek,23
gözünde olmamak,14
abdestsiz yere basmamak,21
al malın iyisini çekme kaygısını,28
ben hancı sen yolcu oldukça,23
aç domuz darıdan çıkmaz,20
ayağına sıcak su mu soğuk su mu dökelim,32
örümcek sarmak,13
Allahın işine bak,15
kişi refikinden azar,18
aleyhe dönmek,12
üzerine atmak,12
arkasından zil takıp oynamak,25
altını saklamak değil kuruşu saklamak hünerdir,41
fitne fesat çıkarmak,18
leğen başından almak,18
avurt satmak,11
acele işin sonu pişmanlık,22
ağzıyla kuş tutsa,15
arı bey olan kovana üşer,20
eceli gelen fare kedi taşağı kaşır,29
üstüne vazife olmamak,19
acı söz insanı dinden çıkarır tatlı söz yılanı inden çıkarır,51
başına vur ağzından lokmasını al,28
bin ölçüp bir biçmeli,18
al gülüm ver gülüm,15
ricada bulunmak,14
bir gömlek fazla eskitmiş olmak,27
latife latif gerek,16
ak sakaldan yok sakala gelmek,25
ata binen nalını mıhını arar,24
bir tat bin feryat,15
anan güzel idi hani yeri baban güzel idi hani evi,40
acından ölmek,12
ben şahımı bu kadar severim,23
açılıp saçılmak,14
can cümleden aziz,15
renk gelmek,10
kitaba uydurmak,14
zihnine yerleştirmek,19
bir fincan kahvenin kırk yıl hatırı  vardır,36
ağzına takılmak,14
ağız burun birbirine karışmak,26
anlayana sivrisinek saz anlamayana davul zurna az,43
ceza kesmek,10
babasına rahmet okumak,20
adı deliye çıkmak,15
bendeniz cennet kuşu,18
cin tutmak,9
cemaat ne kadar çok olsa imam gene bildiğini okur,41
sekteye uğramak,14
ayak üstünde olmak,16
camadanı fora etmek,17
ağzına verilmesini beklemek,25
ağzını sıkı tutmak,16
afiyet olsun,11
ağustosun yarısı yaz yarısı kıştır,30
zamanı geçmek,12
adı sanı olmak,12
açın imanı olmaz,14
ayıyı fırına atmışlar yavrusunu ayağının altına almış,47
akşamın hayrından sabahın şerri iyidir,34
açık ağız aç kalmaz,16
affını dilemek,13
bir fende kazık kakmak,19
can baş üstüne,12
krallara layık,13
leb demeden leblebiyi anlamak,26
akıl erdirmek,12
at at oluncaya kadar sahibi mat olur,30
ağaç kökünden yıkılır,19
aç aslandan tok domuz yeğdir,24
zahmetsiz rahmet olmaz,20
adımlarını sıklaştırmak,22
ihtiyaç duymak,13
albeni vermek,12
başına bir hâl gelmek,18
can gelmek,9
cila vermek,10
aklı takılmak,12
can alıp can vermek,16
aşığı cuk oturmak,15
bağ babadan zeytin dededen kalmalı,30
ayı sevdiği yavrusunu hırpalar,27
ağzına bir zeytin verir altına  tulum tutar,36
zıvanadan çıkarmak,17
alimden zalim doğar,17
başını uçurmak,13
aç tavuk kendini arpa  ambarında sanır,32
zevkini okşamak,14
üstüne başına etmek,17
iki lafı bir araya getirememek,26
akis uyandırmak,14
ya devlet başa ya kuzgun leşe,24
ağzının tadını kaçırmak,21
ağlamakla yar ele girmez,21
beti benzi atmak,14
akıl var izan  var,14
zemzemle yıkanmış olmak,21
ciğerini sökmek,14
zihni takılmak,13
ağzının kaşığı  olmamak,20
ağır basmak,10
başı nâra yanmak,14
adam beğenmemek,14
ağaca çıkan keçinin dala bakan oğlağı olur,36
aynı potada erimek,16
adembaba gibi,12
üstüne yıkılmak,14
leşini çıkarmak,14
ağır taş yerinden oynamaz,22
akil isen açma sırrın dostuna çünkü dostun dostu vardır o da söyler dostuna,63
bir uyuz keçi bir sürüyü boklar,26
acı patlıcanı kırağı çalmaz,24
belsoğukluğuna uğratmak,22
ama ne,5
büyük lokma ye büyük söz söyleme,27
adı çıkmış dokuza inmez sekize,26
ağustosta beyni kaynayanın zemheride kazanı kaynar,45
ağzına geleni söylemek,20
ayağa düşmek,11
alçaktan uçmak,13
akraba ile ye iç alışveriş etme,26
ağzını havaya  açmak,17
afura tafura gelmemek,19
adam içine çıkmak,15
ne lazım,7
ağır yongayı yel kaldırmaz,23
ağılda oğlak doğsa ovada otu biter,29
canım dese canın çıksın diyor sanmak,31
bilmemek ayıp değil öğrenmemek  ayıp,31
aslan postunda gönül dostunda,26
boka nispetle tezek amberdir,25
adımlarını seyrekleştirmek,25
aman zaman dedirtmemek,20
aç yanından kaç,13
ateş püskürmek,13
açık düşmek,10
üstüne gül koklamamak,19
aldırış etmemek,14
ağız yemese yüz utanmaz,20
zıt gitmek,9
aç esner aşık gerinir,18
zebunu olmak,11
akıl akıldan üstündür,19
ağaç ucuna yel değer güzel kişiye söz değer,36
al kiraz üstüne kar yağmış,22
ileri geri konuşmak,17
anasından doğduğuna bin pişman,27
adamak kolay ödemek zordur,23
ağzına sağlık,12
açıkta kalmak,12
at ölür meydan  kalır yiğit ölür şan  kalır,34
can cana baş başa,14
ağzının tadını bilmek,19
uykuda olmak,11
bir kötünün yedi mahalleye zararı vardır,35
köre renkten bahsolunmaz,22
alaşağı etmek,12
adı kaldırılmak,14
ayağa fırlamak,13
adını bağışlamak,15
acısı içine  çökmek,16
üstüne toz kondurmamak,20
Allah verince kimin oğlu kimin kızı demez,35
altın eli bıçak kesmez,19
ağzından hayır çıkmazsa bari şer söyleme,35
ağaç yaprağıyla gürler,20
Arafatta soyulmuş hacıya dönmek,28
ürüyen köpek ısırmaz,18
yiğit başından devlet ırak değildir,31
almadan vermek Allaha mahsus,25
ayağını  öpeyim,13
can candan şirindir,17
ağlamayan çocuğa meme vermezler,28
nazarıyla bakmak,15
bin tasa bir borç ödemez,20
ağlama duvarına dönmek,20
adamakla mal tükenmez,19
arkasını vermek,14
babayla oğlanın pabucu bir olunca evde kavga eksik olmaz,48
alim unutmuş kalem unutmamış,25
aç susuz kalmak,13
ayak uydurmak,12
açın kursağına çörek dayanmaz,26
alaka çekmek,11
fit vermek,9
ağzını burnunu çarşamba pazarına  çevirmek,37
ağrısız başına kaşbastı bağlamak,29
ciğerini yakmak,14
aç ölmez gözü kararır susuz ölmez benzi sararır,40
ala keçi her vakit püsküllü oğlak doğurmaz,36
baba himmet oğul hizmet,20
abesle iştigal etmek,18
iliği kemiği ısınmak,18
akşam ise yat sabah ise git,22
acıkan doymam sanır susayan kanmam sanır,35
akşamın işini sabaha  bırakma,25
aç kalmak,8
başını nâra yakmak,16
altın adı pul oldu kız adı dul oldu,28
ayağının  altını öpeyim,20
ağzına etmek,11
at nalı kadar,11
abanoz kesilmek,14
acısını görmek,13
bayram haftasını mangal tahtası anlamak,35
kan revan içinde kalmak,20
hangi rüzgâr attı,15
aklına turp sıkayım,17
bu abdestle daha çok namaz kılınır,29
aç tokun gözüne bakmakla doymaz,27
ana ile kız helva ile koz,20
ver yiğidi yiğide Mevla rızkın yetire,32
akıllı düşman akılsız dosttan hayırlıdır,36
ağzı laf  yapmak,13
ata malı mal olmaz kendin kazanmak gerek,34
ağız değiştirmek,15
açtı ağzını yumdu gözünü,21
gözden ırak olan gönülden de ırak olur,32
anasından doğduğuna pişman olmak,29
ağzı dili tutulmak,16
atanın sanatı oğla mirastır,24
acele işe şeytan karışır,21
acıkan ne yemez acıyan ne demez,26
suyu ısınmak,11
akıllılık etmek,14
baş başa bağlı baş da şeriata,24
Allah kulunu kısmeti ile yaratır,28
fikir almak,10
alaya vurmak,11
üstünden geçmek,14
kahır yüzünden lütfa uğramak,25
alçak uçan yüce konar yüce uçan  alçak konar,36
üstüne varmak,12
ağzını burnunu dağıtmak,21
kulağının zarı patlamak,21
ciğerinin içini bilmek,20
akarsu pislik tutmaz,18
hayatı cehennem etmek,19
ayıkla pirincin taşını,20
aklına bir şey gelmek,18
başına oturmak,13
ağzı teneke kaplı,15
açtırma ağzımı,13
fitili almak,11
çok gelmek,9
iki çift laf  etmek,15
bir elin nesi var iki elin sesi var,28
ağızdan ağıza dolaşmak,20
nabzına göre şerbet vermek,23
açmaza düşmek,12
ağır kayba uğramak,16
Allah bir dediğinden başka sözüne inanılmaz,38
bir ayak üstünde kırk yalanın belini bükmek,37
aklını başından almak,19
canlısı,7
aşure yemeye giden kaşığını cebinde taşır,36
artık mal göz çıkarmaz,19
işi resmiyete dökmek,18
akla fenalık vermek,17
acıklı başta akıl olmaz,20
linç etmek,9
aklını çalmak,12
gücüne gitmek,12
kişiyi vezir eden de karısı rezil eden de,34
adamın adı çıkacağına canı çıksın,29
alı al moru mor,12
armudun sapı var üzümün  çöpü var demek,32
adam kullanmak,13
ah vah etmek,10
ata binersen Allahı attan inersen atı unutma,38
ağır söylemek,12
bini aşmak,9
ay aydın hesap belli,17
ağırlığınca altın etmek,21
yerini ısıtmak,13
aç doymam tok acıkmam sanır,23
afiyet üzere olmak,16
ölümü gören hastalığa razı olur,27
baz bazla kaz kazla kel tavuk topal horozla,36
yiğitliğe leke  sürmemek,21
altta kalanın canı çıksın,22
adam olana bir söz yeter,20
adam içine karışmak,17
abdal tekkede hacı Mekkede bulunur,30
ağzının mührü ile,15
ağzında bakla ıslanmamak,22
art eteğinde namaz kılmak,22
Allah için,9
akıbetine uğramak,16
üzerine üzerine gitmek,20
acındırırsan arsız olur acıktırırsan hırsız olur,43
beş paralık etmek,15
aldığı abdest ürküttüğü kurbağaya değmemek,38
anamın  öleceğini bilseydim kulağı dolu darıya satardım,48
aç ne yemez tok ne demez,19
it iti ısırmaz,12
dünyayı zindan  etmek,18
zahmet olmak,11
bir adama kırk gün  ne dersen o olur,28
ağustosta yatanı zemheride büvelek tutar,36
ateş almaya mı geldin,18
Arap uyandı,10
adamın iyisi işbaşında  belli olur,29
beyde bulunmayan elde neler var,27
afiş yutmak,10
Ahfeşin keçisi gibi başını sallamak,31
ağzından lokmasını almak,22
üzerine bir bardak  su içmek,23
aç at yol almaz aç it av almaz,23
ahı gitmek vahı kalmak,19
robot resmini çizmek,18
başını acemi berbere teslim eden cebinden pamuğu eksik etmez,52
afişte kalmak,12
alçak yer yiğidi hor gösterir,25
besledik büyüttük danayı şimdi tanımaz oldu anayı,43
bağa bak üzüm olsun yemeye yüzün olsun,32
gavur orucu gibi uzamak,20
zincir vurmak,12
affa uğramak,11
bir çöplükte iki horoz ötmez,24
akçe akıl öğretir don yürüyüş,25
kanı ısınmak,11
dervişe Bağdatta pilav var demişler yalan değilse ırak değil demiş,57
baba oğluna bir bağ bağışlamış oğul babaya bir salkım üzüm vermemiş,57
gözü ısırmak,11
eline fırsat geçmek,17
canı cana ölçmek,14
arka plana kaymak,15
aç kurt yavrusunu yer,18
at var meydan yok,14
ağız ağıza vermek,15
aklını takmak,12
ağız yaymak,10
at olur meydan olmaz  meydan olur  at olmaz,34
ağzı açık ayran delisi,19
alıp vermek,10
altın eşik gümüş eşiğe muhtaç olur,29
Allah bal mumu yakana bal mumu yağ mumu yakana yağ mumu verir,50
bize de mi lolo,12
abdesti kaçmak,13
fart furt etmek,13
akarsuya inanma eloğluna dayanma,29
açlıktan imanı gevremek,21
ağacı kurt insanı dert yer,22
aciz içinde olmak,15
her lafın altından kalkmak,23
içini ısıtmak,12
aklını başka yere vermek,21
ahlatın iyisini dağda ayılar yer,28
almadığın hayvanın kuyruğunu tutma,31
gülerken ısırmak,15
açtırma kutuyu söyletme kötüyü,27
ağzına vur lokmasını al,20
adını koymak,11
üstüne kapanmak,14
adet görmek,10
rezili çıkmak,12
ağaç yaş  iken eğilir,17
ağzının kâhyası olmak,19
kan revan içinde,14
baktın kar havası eve gel kör olası,29
adı olmamak,10
bir kimsenin adı çıkacağına canı çıksın,34
Hakkın rahmetine kavuşmak,23
eşeği düğüne çağırmışlar ya su lazımdır ya odun demiş,45
at ölür itlere bayram olur,22
adını ağzına almamak,18
bıldır yediği hurmalar bu yıl götünü tırmalar,39
alacağına şahin vereceğine karga,29
aleme verir talkını  kendi yutar salkımı,34
açlıktan gözü  dönmek,18
aç kurt gibi,10
akılda tutmak,12
üstüne yüklenmek,15
adamlık sende kalsın,18
ak köpeğin  pamuk pazarına  zararı vardır,34
zihnini kurcalamak,17
iyi evlat babayı vezir kötü evlat rezil eder,37
çoğu zarar azı karar,17
açılan solar ağlayan güler,23
aday göstermek,13
başında paralansın,17
bir bardak suda fırtına koparmak,28
canı canına  sığmamak,18
canı cehenneme,13
ağız dil vermemek,15
bir elini bırakıp ötekini öpmek,27
arpa unundan kadayıf olmaz,23
üstüne yıkmak,12
zevkini çıkarmak,15
altından girip üstünden çıkmak,27
altın ateşte insan mihnette belli olur,33
açık göte herkes tükürür,21
ateşi uyandırmak,15
zindan kesilmek,14
öfkesini çıkarmak,16
ağzının içi yangın yerine dönmek,28
bal tutan parmağını yalar,22
ağlamak para etmez,16
alma mazlumun ahını çıkar aheste aheste,34
babasından mal kalan merteği içinden bitmiş sanır,43
akılları pazara çıkarmışlar herkes yine kendi aklını almış,51
canına susamak,13
affınıza sığınarak,17
zindan etmek,11
ağanın malı çıkar uşağın canı,25
ağır gelmek,10
ağanın gözü öküzü  semiz eder,24
al aslan tutar güç sıçan tutmaz,26
köpek sahibini ısırmaz,20
başım gözüm üstüne,16
üstüne atmak,11
az veren candan çok veren maldan,27
abanın kadri yağmurda bilinir,26
haram olmak,10
ağzının perhizi yok,17
çanağa ne doğrarsan kaşığında o çıkar,32
arma uçurmak,11
aksak eşekle yüksek dağa çıkılmaz,29
zincire vurmak,13
ak akçe kara gün içindir,20
ismi lazım değil,14
az yiyen az uyur çok yiyen güç uyur,28
baş üstünde yeri var,17
ağza tat boğaza feryat,19
abanoz gibi,10
akla durgunluk vermek,19
açıklık getirmek,15
akıl vermek,10
acayibine gitmek,15
binbir ayak bir ayak üstüne,23
batkıya uğramak,14
akıllı düşününceye kadar deli çocuğunu everir,40
ağustosta gölge kovan zemheride karnın ovar,38
arlı arından huylu huyundan vazgeçmez,33
bey aşı borç düğün aşı ödünç,23
ağır kazan geç kaynar,18
notunu vermek,12
önünü almak,10
beş para almamak,14
beşer şaşar,10
abdest tazelemek,15
at pazarında eşek osurtmuyoruz,27
ağaçtan maşa abdaldan paşa olmaz,28
ağır otur ki bey  desinler,21
reva görmek,10
ayağının pabucu olamamak,22
ağzı sulanmak,12
açlığını öldürmek,16
başının altından çıkmak,21
ağzına tıkmak,12
birbiri üstüne gelmek,19
ad takmak,8
cami ne kadar büyük olsa imam gene bildiğini okur,41
