asil ile taş taşı bedasıl ile yeme aşı,31
yiğit başından devlet ırak değildir,31
er lokması er kursağında kalmaz,27
arı söğüdü akıllı öğüdü sever,25
az eli aşta gör çok eli işte gör,25
bir tutam ot deveye hendek atlatır,29
açtı ağzını yumdu gözünü,21
geçme namert köprüsünden ko aparsın su seni,37
cins kedi ölüsünü göstermez,24
aç kurt aslana saldırır,20
görgülü kuşlar gördüğünü işler görmedik kuşlar ne görsün ki ne işler,58
bir  elinin verdiğini öbür  elin duymasın,34
dün öleni dün gömerler,19
az olsun uz  olsun,14
büyük lokma ye büyük söz söyleme,27
acı patlıcanı kırağı çalmaz,24
can çekişmektense ölmek yeğdir,27
cins cinse çeker,14
ayı sevdiği yavrusunu hırpalar,27
ağaran baş ağlayan göz gizlenmez,28
ağanın alnı terlemezse ırgadın burnu kanamaz,39
ağrısız baş mezarda gerek,22
aslını saklayan  haramzadedir,26
alıcı kuşun ömrü az olur,20
aç yanında sarpın kurcalanmaz,26
acıyan uyumuş acıkan uyumamış,26
aç at yol almaz aç it av almaz,23
balı olan bal yemez mi,18
eşek kuyruğu gibi ne uzar ne kısalır,30
altı olur yedi olur hep Allahın dediği olur,36
ağzı eğri gözü şaşı ensesinden belli olur,35
baht  olmayınca başta ne kuruda biter ne yaşta,38
al ile aslan tutulur güç ile sıçan  tutulmaz,36
baba himmet oğul hizmet,20
karınca zevali gelince kanatlanır,30
aşure yemeye giden kaşığını cebinde taşır,36
adamakla mal tükenmez,19
deliden al uslu haberi,19
tebdilimekânda ferahlık vardır,28
acemi katır kapı önünde yük indirir,30
borcun iyisi vermek derdin iyisi ölmek,33
gelen gidene rahmet okutur,23
adamın iyisi işbaşında  belli olur,29
akılsız başın cezasını  ayak çeker,29
acıkan doymam sanır susayan kanmam sanır,35
eşek at olmaz ciğer et olmaz,23
ağır yongayı yel kaldırmaz,23
altın tutsa toprak olur,20
arlı arından huylu huyundan vazgeçmez,33
altın pas tutmaz,14
az veren candan çok veren maldan,27
incir babadan zeytin dededen,25
eşek hoşaftan ne anlar,19
çok havlayan köpek ısırmaz,23
bir fit bin büyü yerini tutar,24
adam olacak çocuk bokundan belli olur,32
atalar çıkarayım der tahta döner dolaşır gelir bahta,45
akil isen açma sırrın dostuna çünkü dostun dostu vardır o da söyler dostuna,63
altı aylık seyislikle kırk yıllık fışkı karıştırılmaz,47
altın eli bıçak kesmez,19
ağızdan burun yakın kardeşten karın yakın,36
Allah verirse el getirir sel getirir yel getirir,41
ağır ağır demeli çabuk çabuk yemeli,30
ayının kırk türküsü var kırkı da ahlat üstüne,38
ayağında donu yok fesleğen ister  başına,34
keskin sirke küpüne  zarar,22
ay görmüşün yıldıza minneti  yoktur,30
zahmetsiz rahmet olmaz,20
akıl akıl gel çengele takıl,23
değirmene gelen nöbet bekler,25
iki cambaz bir ipte oynamaz,23
adam adama yük değil can gövdeye mülk değil,36
korkulu rüya  görmektense uyanık yatmak evladır,41
ayağa değmedik taş olmaz başa gelmedik iş olmaz,40
acındırırsan arsız olur acıktırırsan hırsız olur,43
ağzına vur lokmasını al,20
duvarı nem insanı gam yıkar,23
öpülecek el ısırılmaz,19
son pişmanlık fayda vermez,23
insanın adı çıkacağına canı çıksın,30
anlatışa göre verirler fetvayı,27
açık göte herkes tükürür,21
aç ayı oynamaz,12
ak köpeğin  pamuk pazarına  zararı vardır,34
Allah dağına göre kar verir,23
köre renkten bahsolunmaz,22
korkak bezirgân ne kâr eder ne zarar,30
bir kimsenin adı çıkacağına canı çıksın,34
ağzından hayır çıkmazsa bari şer söyleme,35
âlim unutmuş kalem unutmamış,25
aç esner âşık gerinir,18
sarımsak da acı ama evde lazım bir dişi,32
cami ne kadar büyük olsa imam gene bildiğini okur,41
avrat  malı kapı mandalı,20
bir acı kahvenin kırk yıl hatırı vardır,33
kişiyi vezir eden de karısı rezil eden de,34
ekmeği ekmekçiye ver bir ekmek de üste ver,35
ağlar gözden sahte sözden kendini sakın,34
gökten ne yağdı da yer kabul etmedi,29
al elmaya taş atan çok olur,22
her zaman eşek ölmez on köfte on paraya olmaz,37
aşk olmayınca meşk olmaz,21
az yiyen az uyur çok yiyen güç uyur,28
dilin cirmi küçük cürmü büyük,25
ah yerde kalmaz,13
akçe akıl öğretir don yürüyüş,25
bir felaket bin nasihatten yeğdir,29
ayı görmeden bayram etme,21
yatsının faziletini güveyden sormalı,33
latife latif gerek,16
kısmet gökten zembille inmez,25
azı bilmeyen çoğu hiç bilmez,24
abdal düğünden çocuk oyundan usanmaz,32
deli deliden hoşlanır imam ölüden,29
beş parmak  bir  olmaz,17
arpa verilmeyen at kamçı zoruyla yürümez,35
ağlayanın malı gülene hayretmez,28
acemi nalbant gâvur eşeğinde öğrenir,32
besledik büyüttük danayı şimdi tanımaz oldu anayı,43
alakargada alacağım olsun alamazsam gözümü oysun,43
ana kızına taht kurmuş baht kuramamış,32
ağaç yeşert meyve getirsin oğlan büyüt ekmek getirsin,46
akla gelmeyen başa gelir,21
çiftçiye yağmur yolcuya kurak cümlenin muradını verecek Hak,52
akıl  var izan  var,14
akıllı köprü arayıncaya dek deli suyu geçer,37
akıllı düşman akılsız dosttan hayırlıdır,36
ver yiğidi yiğide Mevla rızkın yetire,32
acele işin sonu pişmanlık,22
ağaçtan maşa olmaz,16
akşam ise yat sabah ise git,22
bakmakla usta olunsa  köpekler  kasap olurdu,37
kalbi yıkmak kolay yapmak zordur,28
ismi lazım değil,14
ölümü gören hastalığa razı olur,27
açık yaraya tuz ekilmez,20
altın ateşte insan mihnette belli olur,33
adamın kötüsü olmaz meğer züğürt ola,31
Allah bana ben de sana,18
anlayana sivrisinek saz anlamayana davul zurna az,43
ağzını açacağına gözünü aç,23
ağa borç eder uşak harç,19
kısmetten fazlası olmaz,21
bıldır yediği hurmalar bu yıl götünü tırmalar,39
yiğit lakabıyla anılır,20
arık öküze bıçak olmaz,19
arşın malı kantar ile satılmaz,26
boka nispetle tezek amberdir,25
ağacı kurt insanı dert yer,22
bekârlık maskaralık,18
et kanlı gerek yiğit canlı,22
aç ölmez gözü kararır susuz ölmez benzi sararır,40
abdalın karnı doyunca gözü pabucundadır,35
atın tepmezi itin kapmazı olmaz,27
kuru laf karın doyurmaz,20
bey aşı borç düğün aşı ödünç,23
akıl kişiye  sermayedir,20
çalı idi çırpı idi evim idi ya ayı idi uyu idi kocam idi ya,46
aşını eşini işini bil,18
demir nemden insan gamdan çürür,27
bacak kadar boyu var türlü türlü huyu var,34
altın yerde paslanmaz taş yağmurdan ıslanmaz,39
Allah sevdiğine dert verir,23
ağaca dayanma kurur adama  dayanma ölür,33
bal ile kaymak yenir ama her keseye göre değil,38
atlar tepişir arada eşekler ezilir,30
aç elini kora sokar,16
cemaat ne kadar çok olsa imam gene bildiğini okur,41
bir mıh bir nal kurtarır bir nal bir at kurtarır,39
gönül ferman dinlemez,19
aç domuz darıdan çıkmaz,20
parayı zaptetmek deliyi zaptetmekten zor,36
Allah çam isteyene çam mum isteyene mum verir,38
cömertle nekesin harcı birdir,26
ayaz paşa kol geziyor,18
laf lafı açar laf da tabakayı açar,28
ağılda oğlak doğsa ovada otu biter,29
rağbet güzel ile zenginedir,24
ağlayıp da gözden mi olayım,23
an iti kap sopayı,14
akıl akıldan üstündür,19
ay  var yılı besler yıl var ayı  beslemez,32
ata dostu oğla mirastır,20
acından kimse ölmemiş,19
akmasa da damlar,14
çanağa ne doğrarsan kaşığında o çıkar,32
bir göz ağlarken öbür göz gülmez,27
bir karıyla bir koca dırdır eder her gece,34
akara kokara bakma çuvala girene bak,31
adam olana bir söz yeter,20
kaynana pamuk ipliği olup raftan düşse gelinin başını yarar,51
aklı başa yaş getirir,18
aş tuz ile tuz oran ile,18
darı unundan baklava incir ağacından oklava olmaz,43
ahmağa yüz abdala söz vermeye gelmez,31
borçlu ölmez benzi sararır,23
abdala kar yağıyor demişler titremeye hazırım  demiş,45
ağaç ne kadar uzasa göğe ermez,25
arı bey olan kovana üşer,20
arığa su gelene kadar kurbağanın gözü patlar,38
daha iyisi can sağlığı,19
aç aslandan tok domuz yeğdir,24
av vuranın değil alanın,20
mum dibine ışık vermez,19
bin nasihatten bir musibet yeğdir,29
altın anahtar her kapıyı açar,25
her firavunun bir Musası çıkar,26
eşeğe cilve yap demişler çifte atmış,31
ay aydın hesap belli,17
azıksız yola çıkanın gözü el torbasında kalır,39
davulun sesi uzaktan hoş gelir,26
eşeğin ölümü köpeğe ziyafettir,27
çok naz âşık usandırır,19
kadı anlatışa göre fetva verir,26
er oyunu üçe kadar,15
ağaca balta vurmuşlar sapı bedenimden demiş,38
Allah bal mumu yakana bal mumu yağ mumu yakana yağ mumu verir,50
anan güzel idi hani yeri baban güzel idi hani evi,40
aç ile eceli gelen söyleşir,23
aslan postunda gönül dostunda,26
efendim nerede ben nerede,22
analık fenalık,13
köpek sahibini ısırmaz,20
babayla oğlanın pabucu bir olunca evde kavga eksik olmaz,48
ak göt  kara göt  kara geçit başında  belli olur,37
doğru söyleyenin bir ayağı üzengide gerek,36
malını yemesini bilmeyen zengin her gün züğürttür,43
araba ile tavşan avlanmaz,22
el el üstünde olur ev ev üstünde olmaz,31
ala keçiyi gören içi dolu yağ sanır,29
iyi evlat babayı vezir kötü evlat rezil eder,37
anamın  öleceğini bilseydim kulağı dolu darıya satardım,48
âleme verir talkını  kendi yutar salkımı,34
adamlık sende kalsın,18
acıkan ne yemez acıyan ne demez,26
iki kişi dinden olursa bir kişi candan olur,36
abdalın yağı çok olursa gâh borusuna çalar gâh gerisine,47
dağ doğura doğura bir fare doğurmuş,30
borç ödemekle  yol yürümekle tükenir,31
fukaranın tavuğu zenginin atı kıymetli olur,38
bir selam bin hatır yapar,21
acıkmış kudurmuştan beterdir,26
dilden gelen elden gelse her fukara padişah olur,41
atanın sanatı oğla mirastır,24
aç mezarı yoktur,14
altın eşik gümüş eşiğe muhtaç olur,29
beş para etmez,12
ağlamayan çocuğa meme vermezler,28
abdala malum olur,15
adamak kolay ödemek zordur,23
açık kaba it değer,15
kızı gönlüne bırakırsan ya davulcuya kaçar  ya zurnacıya,48
arpa unundan kadayıf olmaz,23
alçak yerde yatma sel alır yüksek yerde yatma yel alır,45
aç kalmak borçlu olmaktan iyidir,28
cömert derler maldan ederler yiğit derler candan ederler,49
dünya ölümlü gün akşamlı,21
adam adama  gerek olur,18
ahlatın iyisini ayılar yer,23
imam osurursa cemaat sıçar,23
hanım kırarsa kaza halayık kırarsa ceza,34
ay ışığında ceviz silkilmez,24
açın karnı doyar gözü doymaz,24
akarsuya inanma eloğluna dayanma,29
bu ne perhiz bu ne lahana turşusu,27
ak akçe kara gün içindir,20
akşama karşı gitme tana karşı yatma,30
arpacıya borç eden ahırını tez satar,31
acıkanın yanağından susayanın dudağından belli olur,46
cins horoz yumurtada öter,22
beş tavuğa bir horoz yeter,22
ağası güçlü olanın kulu suçlu olur,29
bin ölçüp bir biçmeli,18
al kaşağıyı gir ahıra yarası  olan gocunur,35
acıkan ne olsa yer acıyan ne olsa söyler,33
ağlatan gülmez,13
baş başa bağlı baş da şeriata,24
abdestsiz sofuya namaz mı dayanır,29
ayağını yorganına göre uzat,24
dayak cennetten çıkmıştır,23
baş nereye giderse ayak da oraya gider,32
altın yere düşmekle pul olmaz,25
akşamın hayrından sabahın şerri iyidir,34
eskiye rağbet  olsaydı bitpazarına nur yağardı,40
kedi olalı bir fare tuttu,21
alma mazlumun ahını çıkar aheste aheste,34
altını saklamak değil kuruşu saklamak hünerdir,41
alacakla verecek  ödenmez,22
sakla samanı gelir zamanı,22
ağaç ucuna yel değer güzel kişiye söz değer,36
et ne kadar arık olsa üstüne ekmek yaraşır,35
bayramda borç ödeyene ramazan ağır  gelir,35
akşamın işini sabaha  bırakma,25
dağ başına harman yapma savurursun yel için sel önüne değirmen yapma öğütürsün sel için,74
açın gözü ekmek teknesinde olur,27
az el aş kotarır çok el iş kotarır,27
kişi refikinden azar,18
kâr zararın kardeşidir,20
atın ürkeği yiğidin korkağı,24
aşı pişiren yağ olur gelinin yüzü ağ olur,34
aza kanaat etmeyen çoğu hiç bulamaz,30
âlemin ağzı torba değil ki büzesin,29
akan su yosun tutmaz,17
az kaz uz kaz boyunca kaz,20
akıl için yol  birdir,17
ağacın kurdu içinde olur,21
bir kötünün yedi mahalleye zararı vardır,35
akılsız köpeği  yol kocatır,23
ahmak gelin yengeyi halayığı sanır,30
el elden üstündür,15
bükemediğin eli öp başına ko,24
aç köpek fırın deler,17
babamın adı Hıdır elimden gelen budur,32
can candan şirindir,17
ağustosta beyni kaynayanın zemheride kazanı kaynar,45
dağ dağ üstüne olur ev ev üstüne olmaz,31
gelini ata bindirmişler ya nasip demiş,33
ananın bastığı yavru  incinmez,26
ağaca çıksa pabucu yerde kalmaz,27
aç gözünü açarlar gözünü,21
alçak yerde tepecik kendisini dağ sanır,34
ağır kazan geç kaynar,18
el için yanma nâra yak çubuğunu bak keyfine,36
at ölür itlere bayram olur,22
ayıyı  fırına  atmışlar yavrusunu ayağının altına almış,47
akraba ile ye iç alışveriş etme,26
ağlama ölü için ağla deli için,25
çifte gelmeyen öküz olsun işe gitmeyen oğlun,38
Allah bilir ama kul da sezer,23
aça dokuz yorgan örtmüşler yine uyuyamamış,37
leyleğin ömrü  laklakla geçer,25
Allah dokuzda verdiğini sekizde almaz,33
öfke ile kalkan ziyanla  oturur,26
ağustosta yatanı zemheride büvelek tutar,36
ağlamak para etmez,16
laf lafı açar,11
akılları pazara çıkarmışlar herkes yine kendi aklını almış,51
bekârın parasını it yer yakasını bit,31
açılan solar ağlayan güler,23
âşığa Bağdat uzak  değil,20
borç uzayınca kalır dert uzayınca alır,33
yiğit bin yaşar fırsat bir düşer,27
ağacın meyvesi olunca başını aşağı salar,35
acı  söz insanı  dinden çıkarır tatlı söz yılanı inden çıkarır,51
açma sırrını dostuna dostunun dostu vardır o da söyler dostuna,53
Allah sağ gözü  sol göze  muhtaç etmesin,32
baba  ekmeği zindan ekmeği koca  ekmeği meydan ekmeği,44
abdal ata binince bey oldum sanır şalgam aşa girince yağ oldum sanır,57
